filename,text
./data/Client3\sample-002000.mp3,go ahead and have your dinner
./data/Client3\sample-002001.mp3,they began to ride out over the sands with the moon lighting their way
./data/Client3\sample-002002.mp3,he did find it soon after dawn and not far from the sand pits
./data/Client3\sample-002003.mp3,the complimentary refreshments were satisfactory
./data/Client3\sample-002004.mp3,that's the magic of omens said the boy
./data/Client3\sample-002005.mp3,the families will be here soon
./data/Client3\sample-002006.mp3,did you learn anything the englishman asked eager to hear what it might be
./data/Client3\sample-002007.mp3,i want you to be my wife
./data/Client3\sample-002008.mp3,from here on you will be alone the alchemist said
./data/Client3\sample-002009.mp3,that makes sense the alchemist answered
./data/Client3\sample-002010.mp3,the only shadow was that of the few scattered pine trees
./data/Client3\sample-002011.mp3,i was torn between fear and curiosity
./data/Client3\sample-002012.mp3,how did peter lovelace get that gun
./data/Client3\sample-002013.mp3,the first rule of don't fight club is let's talk about it
./data/Client3\sample-002014.mp3,the volume wouldn't increase much further
./data/Client3\sample-002015.mp3,what is it you're looking for asked the old merchant
./data/Client3\sample-002016.mp3,there are rumors of tribal wars he told them
./data/Client3\sample-002017.mp3,what would you do if it was a daughter
./data/Client3\sample-002018.mp3,and you've told me nothing along the way said the boy
./data/Client3\sample-002019.mp3,i think they perceived that nothing was to be done at the moment
./data/Client3\sample-002020.mp3,he felt uneasy at the man's presence
./data/Client3\sample-002021.mp3,the boy's heart began to speak of fear
./data/Client3\sample-002022.mp3,now that's too much
./data/Client3\sample-002023.mp3,they set off running wildly into the trees
./data/Client3\sample-002024.mp3,the problem is that they don't even realize that they're walking a new road every day
./data/Client3\sample-002025.mp3,it's almost as if he had been here and left his mark he thought
./data/Client3\sample-002026.mp3,another trick the boy thought
./data/Client3\sample-002027.mp3,carol hid inside the shipping container
./data/Client3\sample-002028.mp3,it belongs to me now
./data/Client3\sample-002029.mp3,the turf and gravel around it seemed charred as if by a sudden explosion
./data/Client3\sample-002030.mp3,at most they thought that another meteorite had descended
